company_id,category,year_month,monthly_total,n_transactions,lag_1,lag_2,lag_3,roll_mean_3,roll_std_3,yoy_same_month,yoy_pct_change,pct_change_prev,is_sparse_category,fallback_used,seasonal_peak_flag,external_signal_index,confidence_flag,generated_at,snapshot_version,change_log
1,Hotel,2022-08-01,160973.01,31,182771.24,125046.6,0.0,153908.92,40817.48,0.0,,-0.1193,TRUE,TRUE,FALSE,1.0424,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Hotel,2022-09-01,213263.99,21,160973.01,182771.24,125046.6,156263.62,29149.05,0.0,,0.3248,FALSE,TRUE,FALSE,0.9842,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2022-10-01,150706.76,28,213263.99,160973.01,182771.24,185669.41,26265.68,0.0,,-0.2933,FALSE,TRUE,TRUE,0.9762,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2022-11-01,83678.15,17,150706.76,213263.99,160973.01,174981.25,33548.84,0.0,,-0.4448,FALSE,TRUE,TRUE,0.9807,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2022-12-01,186393.14,22,83678.15,150706.76,213263.99,149216.3,64805.78,0.0,,1.2275,FALSE,TRUE,TRUE,1.0004,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2023-01-01,122673.1,21,186393.14,83678.15,150706.76,140259.35,52148.38,0.0,,-0.3419,FALSE,TRUE,FALSE,1.0709,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2023-02-01,61476.49,29,122673.1,186393.14,83678.15,130914.8,51851.1,0.0,,-0.4989,FALSE,TRUE,FALSE,1.0341,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2023-03-01,299302.38,29,61476.49,122673.1,186393.14,123514.24,62462.57,0.0,,3.8686,FALSE,TRUE,TRUE,1.0511,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2023-04-01,98231.55,28,299302.38,61476.49,122673.1,161150.66,123493.64,0.0,,-0.6718,FALSE,TRUE,TRUE,1.0263,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2023-05-01,128725.64,24,98231.55,299302.38,61476.49,153003.47,128024.46,0.0,,0.3104,FALSE,TRUE,FALSE,0.9972,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Hotel,2023-06-01,142763.6,35,128725.64,98231.55,299302.38,175419.86,108363.43,125046.6,0.1417,0.1091,FALSE,FALSE,FALSE,1.0534,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2023-07-01,108847.34,39,142763.6,128725.64,98231.55,123240.26,22767.14,182771.24,-0.4045,-0.2376,FALSE,FALSE,FALSE,1.0436,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2023-08-01,190439.2,31,108847.34,142763.6,128725.64,126778.86,17041.73,160973.01,0.1831,0.7496,FALSE,FALSE,FALSE,1.0213,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2023-09-01,287624.3,28,190439.2,108847.34,142763.6,147350.05,40988.83,213263.99,0.3487,0.5103,FALSE,FALSE,FALSE,1.0861,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2023-10-01,74507.42,31,287624.3,190439.2,108847.34,195636.95,89501.75,150706.76,-0.5056,-0.741,FALSE,FALSE,TRUE,1.0321,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2023-11-01,114407.88,25,74507.42,287624.3,190439.2,184190.31,106695.77,83678.15,0.3672,0.5355,FALSE,FALSE,TRUE,1.0119,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2023-12-01,100897.4,31,114407.88,74507.42,287624.3,158846.53,113295.17,186393.14,-0.4587,-0.1181,FALSE,FALSE,TRUE,1.034,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2024-01-01,169208.42,35,100897.4,114407.88,74507.42,96604.23,20293.72,122673.1,0.3793,0.677,FALSE,FALSE,FALSE,1.0625,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2024-03-01,300183.84,38,155209.13,169208.42,100897.4,141771.65,36083.56,299302.38,0.0029,0.9341,FALSE,FALSE,TRUE,1.0155,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2024-04-01,223091.07,31,300183.84,155209.13,169208.42,208200.46,79966.88,98231.55,1.2711,-0.2568,FALSE,FALSE,TRUE,1.0045,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2024-05-01,220412.64,38,223091.07,300183.84,155209.13,226161.35,72536.11,128725.64,0.7123,-0.012,FALSE,FALSE,FALSE,1.0648,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2024-09-01,143011.52,18,118328.83,109449.13,220412.64,149396.87,61661.51,287624.3,-0.5028,0.2086,FALSE,FALSE,FALSE,1.0399,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Hotel,2024-10-01,290503.81,28,143011.52,118328.83,109449.13,123596.49,17390.22,74507.42,2.899,1.0313,FALSE,FALSE,TRUE,1.0376,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2022-09-01,101457.01,40,53341.64,0.0,0.0,53341.64,0.0,0.0,,0.902,TRUE,TRUE,FALSE,1.0242,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Food,2022-10-01,97654.75,34,101457.01,53341.64,0.0,77399.32,34022.7,0.0,,-0.0375,TRUE,TRUE,FALSE,1.0131,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Food,2022-11-01,50525.47,32,97654.75,101457.01,53341.64,84151.13,26749.45,0.0,,-0.4826,FALSE,TRUE,FALSE,0.993,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2022-12-01,125463.14,32,50525.47,97654.75,101457.01,83212.41,28371.49,0.0,,1.4832,FALSE,TRUE,TRUE,1.015,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2023-01-01,115980.95,34,125463.14,50525.47,97654.75,91214.45,37881.68,0.0,,-0.0756,FALSE,TRUE,TRUE,0.9882,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2023-02-01,55297.04,23,115980.95,125463.14,50525.47,97323.19,40804.38,0.0,,-0.5232,FALSE,TRUE,FALSE,0.9865,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2023-05-01,46561.9,32,150015.27,55297.04,115980.95,107097.75,47979.88,0.0,,-0.6896,FALSE,TRUE,FALSE,1.0283,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2023-06-01,113802.68,38,46561.9,150015.27,55297.04,83958.07,57373.7,0.0,,1.4441,FALSE,TRUE,TRUE,1.0463,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2023-07-01,140392.33,30,113802.68,46561.9,150015.27,103459.95,52496.47,0.0,,0.2336,FALSE,TRUE,TRUE,1.0118,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Food,2023-09-01,111540.56,29,43265.91,140392.33,113802.68,99153.64,50192.94,101457.01,0.0994,1.578,FALSE,FALSE,FALSE,1.0887,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2024-01-01,177917.35,35,126080.21,88440.86,111540.56,108687.21,18981.21,115980.95,0.534,0.4111,FALSE,FALSE,TRUE,1.0376,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2024-02-01,37144.52,36,177917.35,126080.21,88440.86,130812.81,44925.59,55297.04,-0.3283,-0.7912,FALSE,FALSE,FALSE,1.0399,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2024-03-01,146435.43,28,37144.52,177917.35,126080.21,113714.03,71196.48,150015.27,-0.0239,2.9423,FALSE,FALSE,FALSE,1.0823,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2024-04-01,89058.79,31,146435.43,37144.52,177917.35,120499.1,73883.47,0.0,,-0.3918,FALSE,FALSE,FALSE,1.0083,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero"
1,Food,2024-06-01,130318.24,24,94830.02,89058.79,146435.43,110108.08,31592.47,113802.68,0.1451,0.3742,FALSE,FALSE,TRUE,1.1071,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2024-07-01,114121.64,26,130318.24,94830.02,89058.79,104735.68,22342.27,140392.33,-0.1871,-0.1243,FALSE,FALSE,TRUE,1.0433,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Food,2024-10-01,71415.04,35,164946.27,78664.35,114121.64,119244.09,43368.45,88440.86,-0.1925,-0.567,FALSE,FALSE,FALSE,1.0465,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Office Supplies,2023-01-01,62364.66,25,38034.43,0.0,0.0,38034.43,0.0,0.0,,0.6397,TRUE,TRUE,TRUE,0.9751,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Office Supplies,2023-03-01,33468.53,29,46931.64,62364.66,38034.43,49110.24,12310.55,0.0,,-0.2869,FALSE,TRUE,FALSE,1.0417,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Office Supplies,2023-04-01,7607.06,21,33468.53,46931.64,62364.66,47588.28,14459.25,0.0,,-0.7727,FALSE,TRUE,FALSE,1.0771,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Office Supplies,2023-06-01,41179.38,28,27170.69,7607.06,33468.53,22748.76,13485.88,0.0,,0.5156,FALSE,TRUE,FALSE,0.9853,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Office Supplies,2023-11-01,14758.45,28,28269.67,44671.69,14133.96,29025.11,15282.87,0.0,,-0.4779,FALSE,TRUE,FALSE,1.0643,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Office Supplies,2024-02-01,30585.09,24,33953.45,14758.45,28269.67,25660.52,9859.91,46931.64,-0.3483,-0.0992,FALSE,FALSE,FALSE,1.0783,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Office Supplies,2024-04-01,31723.48,26,30585.09,33953.45,14758.45,26432.33,10249.2,7607.06,3.1703,0.0372,FALSE,FALSE,FALSE,1.0323,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Office Supplies,2024-07-01,23982.39,28,31723.48,30585.09,33953.45,32087.34,1713.41,14133.96,0.6968,-0.244,FALSE,FALSE,FALSE,1.0648,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Office Supplies,2024-08-01,34690.92,25,23982.39,31723.48,30585.09,28763.65,4179.63,0.0,,0.4465,FALSE,FALSE,FALSE,1.0665,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero"
1,Office Supplies,2024-09-01,73295.78,29,34690.92,23982.39,31723.48,30132.26,5528.75,44671.69,0.6408,1.1128,FALSE,FALSE,TRUE,1.1118,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Office Supplies,2024-10-01,31548.35,31,73295.78,34690.92,23982.39,43989.7,25938.45,28269.67,0.116,-0.5696,FALSE,FALSE,FALSE,1.0442,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2022-02-01,107802.2,31,0.0,0.0,0.0,0.0,0.0,0.0,,,TRUE,TRUE,FALSE,0.9878,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,pct_prev_null_lag1_zero,yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Software,2022-03-01,179146.87,28,107802.2,0.0,0.0,107802.2,0.0,0.0,,0.6618,TRUE,TRUE,FALSE,1.0216,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Software,2022-04-01,50686.19,35,179146.87,107802.2,0.0,143474.54,50448.3,0.0,,-0.7171,TRUE,TRUE,FALSE,0.9671,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Software,2022-06-01,173995.81,27,150950.8,50686.19,179146.87,126927.95,67515.62,0.0,,0.1527,FALSE,TRUE,FALSE,1.0268,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Software,2022-07-01,185061.45,23,173995.81,150950.8,50686.19,125210.93,65560.82,0.0,,0.0636,FALSE,TRUE,TRUE,1.0192,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Software,2022-08-01,99591.84,30,185061.45,173995.81,150950.8,170002.69,17402.38,0.0,,-0.4618,FALSE,TRUE,FALSE,1.0241,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Software,2022-11-01,65624.25,37,81852.12,99591.84,185061.45,122168.47,55184.41,0.0,,-0.1983,FALSE,TRUE,FALSE,1.0095,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Software,2022-12-01,63937.88,31,65624.25,81852.12,99591.84,82356.07,16989.4,0.0,,-0.0257,FALSE,TRUE,FALSE,0.9841,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Software,2023-02-01,141122.99,27,268932.03,63937.88,65624.25,132831.39,117869.63,0.0,,-0.4752,FALSE,TRUE,FALSE,1.0677,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Software,2023-03-01,139956.14,32,141122.99,268932.03,63937.88,157997.63,103533.64,179146.87,-0.2188,-0.0083,FALSE,FALSE,FALSE,1.0386,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2023-04-01,35532.81,28,139956.14,141122.99,268932.03,183337.05,74129.72,50686.19,-0.299,-0.7461,FALSE,FALSE,FALSE,1.017,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2023-08-01,88760.84,20,148536.99,159042.7,50321.39,119300.36,59968.04,99591.84,-0.1088,-0.4024,FALSE,FALSE,FALSE,1.0136,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2023-10-01,40133.23,30,88760.84,148536.99,159042.7,132113.51,37910.2,0.0,,-0.5478,FALSE,FALSE,FALSE,0.9922,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero"
1,Software,2023-12-01,181838.1,31,40133.23,88760.84,148536.99,92477.02,54297.34,63937.88,1.844,3.5309,FALSE,FALSE,FALSE,1.0829,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-01-01,66373.1,36,181838.1,40133.23,88760.84,103577.39,72004.97,268932.03,-0.7532,-0.635,FALSE,FALSE,TRUE,1.074,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-02-01,124018.76,31,66373.1,181838.1,40133.23,96114.81,75388.95,141122.99,-0.1212,0.8685,FALSE,FALSE,FALSE,1.0882,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-04-01,43542.83,25,80989.64,124018.76,66373.1,90460.5,29967.12,35532.81,0.2254,-0.4624,FALSE,FALSE,FALSE,1.0515,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-05-01,145130.27,31,43542.83,80989.64,124018.76,82850.41,40270.22,50321.39,1.8841,2.333,FALSE,FALSE,FALSE,1.0708,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-06-01,73558.1,35,145130.27,43542.83,80989.64,89887.58,51374.92,159042.7,-0.5375,-0.4932,FALSE,FALSE,FALSE,1.0991,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-07-01,124993.72,26,73558.1,145130.27,43542.83,87410.4,52191.15,148536.99,-0.1585,0.6993,FALSE,FALSE,TRUE,1.0483,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-08-01,149428.56,33,124993.72,73558.1,145130.27,114560.7,36909.08,88760.84,0.6835,0.1955,FALSE,FALSE,FALSE,1.0272,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Software,2024-09-01,61339.2,34,149428.56,124993.72,73558.1,115993.46,38727.71,0.0,,-0.5895,FALSE,FALSE,FALSE,1.0455,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero"
1,Software,2024-10-01,109183.58,30,61339.2,149428.56,124993.72,111920.49,45476.54,40133.23,1.7205,0.78,FALSE,FALSE,FALSE,1.084,2,2025-09-01T02:12:00Z,v2025-09-agg-12,recomputed_roll_mean_std
1,Marketing,2023-01-01,147691.46,30,379861.5,0.0,0.0,379861.5,0.0,0.0,,-0.6112,TRUE,TRUE,FALSE,0.9798,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Marketing,2023-02-01,214254.52,34,147691.46,379861.5,0.0,263776.48,164169.01,0.0,,0.4507,TRUE,TRUE,TRUE,1.0191,1,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,confidence_recomputed"
1,Marketing,2023-03-01,261485.95,26,214254.52,147691.46,379861.5,247269.16,119554.2,0.0,,0.2204,FALSE,TRUE,TRUE,1.0075,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Marketing,2023-04-01,147879.03,39,261485.95,214254.52,147691.46,207810.64,57170.26,0.0,,-0.4345,FALSE,TRUE,FALSE,1.0162,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Marketing,2023-05-01,63684.29,35,147879.03,261485.95,214254.52,207873.17,57071.66,0.0,,-0.5693,FALSE,TRUE,FALSE,1.0226,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Marketing,2023-06-01,282577.92,28,63684.29,147879.03,261485.95,157683.09,99264.62,0.0,,3.4372,FALSE,TRUE,FALSE,1.0548,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
1,Marketing,2023-07-01,141690.67,24,282577.92,63684.29,147879.03,164713.75,110413.59,0.0,,-0.4986,FALSE,TRUE,FALSE,1.0531,2,2025-09-01T02:12:00Z,v2025-09-agg-12,"recomputed_roll_mean_std,yoy_pct_null_yoy_same_zero,is_sparse_recomputed,confidence_recomputed"
